floor,room_number,room_type,door_coordinate,accessible_door,inside_accessbility,room_name,building_name,tags
0,,,"{0,0}",,,,Pittsburgh,
1000,,,"{0,0}",TRUE,,,Pittsburgh,
2000,2000,,"{0,0}",TRUE,,,Pittsburgh,
3000,,,"{0,0}",TRUE,,,Pittsburgh,
4000,,,"{0,0}",TRUE,,,Pittsburgh,
5000,,,"{0,0}",TRUE,,,Pittsburgh,
