floor,room_number,room_type,door_coordinate,accessible_door,inside_accessbility,room_name,building_name,tags
400,402,Lab,"{0,0}",,,,Ricketts,
400,402A,,"{0,0}",,,,Ricketts,
400,403,Lab,"{0,0}",,,,Ricketts,
400,403A,,"{0,0}",,,,Ricketts,
400,404,Lab,"{0,0}",,,,Ricketts,
400,405,Lab,"{0,0}",,,,Ricketts,
400,406,Lab,"{0,0}",,,,Ricketts,
400,407,Stairs,"{0,0}",,,,Ricketts,
400,408,Lab,"{0,0}",,,,Ricketts,
400,409,Lab,"{0,0}",,,,Ricketts,
400,409A,Office,"{0,0}",,,,Ricketts,
400,409B,Stairs,"{0,0}",,,,Ricketts,
400,409C,Lab,"{0,0}",,,,Ricketts,
400,409D,Lab,"{0,0}",,,,Ricketts,
400,410,Lab,"{0,0}",,,,Ricketts,
400,411,Lab,"{0,0}",,,,Ricketts,
400,412,Lab,"{0,0}",,,,Ricketts,
400,412A,Lab,"{0,0}",,,,Ricketts,
400,412B,Lab,"{0,0}",,,,Ricketts,
400,412C,Lab,"{0,0}",,,,Ricketts,
400,412D,Lab,"{0,0}",,,,Ricketts,
500,,,"{0,0}",,,,Ricketts,
500,500,Stairs,"{0,0}",,,,Ricketts,
500,501,Lab,"{0,0}",,,,Ricketts,
500,502,Lab,"{0,0}",,,,Ricketts,
500,503,Lab,"{0,0}",,,,Ricketts,
500,504,Lab,"{0,0}",,,,Ricketts,
500,505,Lab,"{0,0}",,,,Ricketts,
500,506,Hallway,"{0,0}",,,,Ricketts,
500,506C,Lab,"{0,0}",,,,Ricketts,
500,506E,Stairs,"{0,0}",,,,Ricketts,
500,506B,Stairs,"{0,0}",,,,Ricketts,
500,507,,"{0,0}",,,,Ricketts,
500,506D,Hallway,"{0,0}",,,,Ricketts,
600,600,,"{0,0}",,,,Ricketts,
600,601,Stairs,"{0,0}",,,,Ricketts,
